GO Primary Key (Year plus Incident Number),Council District,GO Highest Offense Desc,Crime Type,GO Report Date,GO Location,Clearance Status,Clearance Date,GO District,GO Location Zip,GO Census Tract,GO X Coordinate,GO Y Coordinate
20185043441,4,THEFT OF BICYCLE,Theft,2018-10-30,5901 N IH 35 SVRD NB,N,2018-10-31,I,78723,21.05,3125506,10089730
20182830108,4,AGG ROBBERY/DEADLY WEAPON,Robbery,2018-10-10,1107 RUTLAND DR,C,2018-11-27,E,78758,18.19,3126046,10106788
20185047790,10,BURGLARY OF VEHICLE,Theft,2018-11-28,11282 TAYLOR DRAPER LN,N,2018-11-29,A,78759,25,3109536,10122725
20185047828,1,THEFT,Theft,2018-11-28,2909 E 51ST ST,N,2018-12-06,C,78723,21.07,3131931,10081856
20185024612,3,BREACH OF COMPUTER SECURITY,Theft,2018-06-29,2515 DURWOOD ST,N,2018-08-07,D,78704,13.08,3109478,10060170
20185046066,5,BURGLARY OF VEHICLE,Theft,2018-11-15,5707 WEST GATE BLVD,N,2018-11-26,D,78745,17.13,3094328,10052179
20185027574,3,THEFT OF LICENSE PLATE,Theft,2018-07-20,2430 CROMWELL CIR,N,2018-07-25,H,78741,23.14,3121531,10055852
20183380559,7,BURGLARY OF VEHICLE,Theft,2018-12-04,705 LITTLE OAK DR,N,2018-12-05,E,78753,18.24,3132403,10115156
20183600314,9,AUTO THEFT,Auto Theft,2018-12-26,1711 FAWN DR,,,H,78741,14.03,3116802,10059466
20183541112,2,THEFT,Theft,2018-12-20,6607 S IH 35 SVRD NB,C,2018-12-20,F,78744,24.27,3106736,10041724
20188005080,3,BURGLARY OF RESIDENCE,Burglary,2018-12-23,602 FORT DRUM DR,,,D,78745,24.03,3107464,10048170
20188005081,4,BURGLARY OF VEHICLE,Theft,2018-12-26,5608 AVENUE F,N,2018-12-27,I,78751,15.03,3121367,10090313
20185044125,9,BURGLARY OF VEHICLE,Theft,2018-11-03,807 W LIVE OAK ST,N,2018-11-07,D,78704,13.05,3108691,10062362
20182900994,9,BURGLARY NON RESIDENCE,Burglary,2018-10-17,1032 E 46TH ST,N,2018-11-12,B,78751,3.04,3123003,10084183
20183581058,7,AGG ROBBERY/DEADLY WEAPON,Robbery,2018-12-24,2917 W ANDERSON LN,,,B,78757,18.17,3114840,10104092
20185047851,9,THEFT,Theft,2018-11-28,1201 BARBARA JORDAN BLVD,N,2018-11-29,B,78723,3.06,3124601,10084923
20185046240,1,THEFT,Theft,2018-11-16,4616 WINDY BROOK DR,N,2018-12-03,C,78723,21.07,3131859,10080232
20183291285,5,AUTO THEFT,Auto Theft,2018-11-25,9308 S 1ST ST,C,2018-11-26,F,78748,24.21,3096524,10034765
20182321230,1,AUTO THEFT,Auto Theft,2018-08-20,6211 ADALEE AVE,N,2018-08-21,I,78723,21.12,3134748,10086287
20183431448,8,RAPE,Rape,2018-12-09,,N,2019-01-14,D,78739,17.37,,
20185048670,5,BURGLARY OF VEHICLE,Theft,2018-12-04,1100 S LAMAR BLVD,N,2018-12-06,D,78704,13.03,3108188,10066117
20182430135,4,THEFT,Theft,2018-08-31,7522 N IH 35 SVRD SB,C,2018-08-31,I,78752,18.04,3125968,10096642
20182150752,2,THEFT,Theft,2018-08-03,5700 BAYTHORNE DR,N,2018-09-18,F,78747,24.26,3110995,10029297
20182290300,4,BURGLARY NON RESIDENCE,Burglary,2018-08-17,1433 FAIRFIELD DR,C,2018-10-23,E,78758,18.05,3122017,10104511
20185051363,3,THEFT,Theft,2018-12-20,707 CARDINAL LN,N,2018-12-26,D,78704,13.07,3106707,10057713
20185050302,9,THEFT,Theft,2018-12-14,2246 GUADALUPE ST,N,2018-12-14,B,78705,6.04,3114379,10077330
20183510408,7,BURGLARY NON RESIDENCE,Burglary,2018-12-17,5435 BURNET RD,C,2018-12-26,I,78756,2.05,3114805,10093129
20183021852,2,BURGLARY OF VEHICLE,Theft,2018-10-29,5719 PALO BLANCO LN,C,2018-10-30,F,78744,24.12,3113517,10042961
20188004676,9,THEFT,Theft,2018-11-19,1812 WEST AVE,N,2018-11-28,B,78701,7,3113131,10076058
20182501178,3,BURGLARY OF VEHICLE,Theft,2018-09-07,1300 CROSSING PL,N,2018-11-19,H,78741,23.17,3123924,10059981
20181852210,9,SEXUAL ASSAULT W/ OBJECT,Rape,2018-07-04,,N,2018-09-13,B,78701,7,,
20183511455,3,AGG ROBBERY/DEADLY WEAPON,Robbery,2018-12-17,2121 E OLTORF ST,,,H,78741,23.13,3117862,10057044
20185048066,1,THEFT,Theft,2018-11-30,2207 E 22ND ST,N,2018-12-14,C,78722,4.02,3121922,10076420
20185037153,3,BURGLARY OF VEHICLE,Theft,2018-09-19,1201 LADY BIRD LN,N,2018-09-24,H,78741,23.04,3120847,10061654
20182550149,5,AUTO THEFT,Auto Theft,2018-09-12,3128 SILKGRASS BND,N,2018-09-18,F,78748,17.46,3084142,10040769
20185038823,9,BURGLARY OF VEHICLE,Theft,2018-09-30,2207 S 5TH ST,N,2018-10-02,D,78704,13.05,3107898,10062274
20185046103,6,THEFT BY SHOPLIFTING,Theft,2018-11-16,11200 LAKELINE MALL DR,N,2018-11-21,A,78613,203.18,3092523,10143915
20183120528,3,AUTO THEFT,Auto Theft,2018-11-08,1515 WICKERSHAM LN,N,2018-11-21,H,78741,23.18,3122306,10058898
20185045215,3,BURGLARY OF VEHICLE,Theft,2018-11-10,1001 E 3RD ST,N,2018-11-12,G,78702,9.02,3117230,10068661
20181820199,10,AGG ASSAULT,Agg Assault,2018-07-01,11901 PAVILION BLVD,N,2018-09-04,A,78759,25,3109342,10127585
20185048132,5,THEFT,Theft,2018-11-30,4706 MERION CRICKET DR,N,2019-02-07,F,78747,24.28,3102448,10021223
20185048280,8,BURGLARY OF VEHICLE,Theft,2018-12-01,6900 BRODIE LN,N,2018-12-21,D,78749,17.5,3087289,10051111
20182161522,1,BURGLARY OF RESIDENCE,Burglary,2018-08-04,3013 ROGGE LN,N,2018-08-06,I,78723,21.07,3134262,10083930
20181920379,4,AUTO THEFT,Auto Theft,2018-07-11,1071 CLAYTON LN,N,2018-07-11,I,78723,21.05,3126309,10089393
20185033011,7,THEFT FROM AUTO,Theft,2018-08-24,12901 N IH 35 SVRD NB,N,2018-10-04,E,78753,18.39,3135967,10124812
20188004894,7,BURGLARY OF VEHICLE,Theft,2018-12-13,9607 RESEARCH BLVD SVRD NB,N,2018-12-17,A,78759,17.53,3112956,10114736
20183500261,9,AGG ROBBERY BY ASSAULT,Robbery,2018-12-16,700 BLOCK TRINITY ST,,,G,78701,11,3115555,10070935
20183321069,2,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,2018-11-28,8515 S IH 35 SVRD NB,C,2018-12-05,F,78744,24.29,3102777,10035020
20185049565,7,THEFT BY SHOPLIFTING,Theft,2018-12-10,3311 ESPERANZA XING,N,2018-12-20,A,78758,18.49,3118196,10118869
20185024207,9,BURGLARY OF VEHICLE,Theft,2018-06-26,1302 E 29TH ST,N,2018-06-28,C,78722,4.01,3120839,10077585
20182390958,3,BURG NON RESIDENCE SHEDS,Burglary,2018-08-27,3412 E 4TH ST,N,2018-08-28,C,78702,9.02,3126479,10065789
20185050611,4,THEFT,Theft,2018-12-16,1217 CLOVERLEAF DR,N,2018-12-17,I,78723,21.04,3126508,10087176
20188004136,4,THEFT FROM AUTO,Theft,2018-10-15,400 W ANDERSON LN SVRD WB,N,2018-10-22,E,78753,18.04,3124657,10099308
20183010457,3,RAPE,Rape,2018-10-28,,N,2019-01-09,C,78702,9.02,,
20182920837,2,BURGLARY OF RESIDENCE,Burglary,2018-10-19,4612 SILVERSTONE DR,N,2018-10-22,F,78744,24.3,3110134,10036330
20185047365,1,THEFT,Theft,2018-11-26,1409 LAVACA ST,N,2018-11-27,B,78701,7,3114499,10073991
20188005140,5,THEFT OF BICYCLE,Theft,2018-12-29,4477 S LAMAR BLVD NB,N,2019-01-07,D,78745,17.12,3097419,10056889
20188004754,8,BURGLARY OF VEHICLE,Theft,2018-12-03,4408 WALSALL LOOP,N,2018-12-05,D,78749,17.4,3078564,10044320
20183371753,7,THEFT,Theft,2018-12-03,12901 N IH 35 SVRD NB,N,2018-12-06,E,78753,18.39,3135967,10124812
20183301290,8,BURGLARY OF VEHICLE,Theft,2018-11-26,7101 S MOPAC EXPY SVRD NB,N,2018-12-03,D,78749,17.76,3083723,10051222
20185051980,4,THEFT,Theft,2018-12-26,6010 N IH 35 SVRD SB,N,2018-12-27,I,78752,15.03,3124708,10090933
20183551143,3,THEFT BY SHOPLIFTING,Theft,2018-12-21,710 E BEN WHITE BLVD SVRD WB,N,2018-12-27,D,78704,23.08,3111061,10053193
20185048225,9,BURGLARY OF VEHICLE,Theft,2018-12-01,E 38TH HALF ST / N IH 35 SVRD NB,N,2018-12-06,C,78722,4.01,3121476,10080631
20181810966,6,AUTO THEFT,Auto Theft,2018-06-30,13201 POND SPRINGS RD,N,2018-07-05,A,78729,204.06,3101672,10135091
20183310627,4,BURGLARY OF VEHICLE,Theft,2018-11-27,1505 DESERT QUAIL LN,N,2018-11-28,E,78758,18.21,3124706,10109160
20182350966,8,BURGLARY OF VEHICLE,Theft,2018-08-23,5000 W SLAUGHTER LN,C,2018-10-10,D,78749,17.4,3076659,10045257
20183121302,4,THEFT BY SHOPLIFTING,Theft,2018-11-08,5621 N IH 35 NB,C,2018-11-08,I,78723,21.05,3125062,10088495
20185049571,2,THEFT,Theft,2018-12-10,5200 E WILLIAM CANNON DR,N,2018-12-10,F,78744,24.19,3113492,10038801
20185051729,4,THEFT OF LICENSE PLATE,Theft,2018-12-23,9971 QUAIL BLVD,N,2018-12-24,E,78758,18.22,3126850,10108213
20183580147,5,BURGLARY OF RESIDENCE,Burglary,2018-12-24,1508 CANON YEOMANS TRL,C,2018-12-24,F,78748,17.72,3087943,10029911
20185051993,7,THEFT OF BICYCLE,Theft,2018-12-26,706 WREN AVE,N,2018-12-27,E,78753,18.24,3135184,10114679
20185026357,7,BURGLARY OF VEHICLE,Theft,2018-07-12,11410 CENTURY OAKS TER,N,2018-07-16,A,78758,18.49,3118245,10119454
20185050365,10,BURGLARY OF VEHICLE,Theft,2018-12-14,10000 RESEARCH BLVD SVRD SB,N,2018-12-17,A,78759,17.22,3111977,10115825
20185026539,7,AUTO THEFT,Auto Theft,2018-07-13,3202 MOSSROCK DR,C,2018-09-27,B,78757,18.17,3116240,10109395
20185025811,4,BURGLARY OF VEHICLE,Theft,2018-07-09,N LAMAR BLVD / W RUNDBERG LN,N,2018-07-09,E,78758,18.19,3127942,10105660
20188003445,1,THEFT OF BICYCLE,Theft,2018-09-03,11602 OAK TRL,N,2018-10-23,E,78753,18.32,3135581,10112596
20182351600,3,THEFT,Theft,2018-08-23,2701 E 7TH ST,C,2018-08-24,C,78702,9.02,3124305,10067892
20183280734,5,AGG ASSAULT,Agg Assault,2018-11-24,9801 MANCHACA RD,N,2018-12-27,F,78748,17.47,3089810,10036073
20185051911,7,BURGLARY OF VEHICLE,Theft,2018-12-26,11703 WHITE WING AVE,N,2018-12-27,E,78753,18.24,3134415,10113185
20188002550,5,THEFT FROM BUILDING,Theft,2018-06-29,9900 S IH 35 SB,N,2018-07-04,F,78748,24.21,3100118,10029925
20185052077,1,BURGLARY OF VEHICLE,Theft,2018-12-27,6804 BRYN MAWR DR,N,2018-12-27,I,78723,21.13,3136810,10088300
20185028726,1,THEFT OF LICENSE PLATE,Theft,2018-07-27,2900 OAK SPRINGS DR,N,2018-07-30,C,78702,8.02,3127407,10073005
20183621207,9,THEFT,Theft,2018-12-28,1000 E 41ST ST,C,2018-12-28,B,78751,3.02,3121344,10082703
20185029299,9,THEFT,Theft,2018-08-01,720 W 6TH ST,N,2018-08-01,G,78701,11,3111897,10071532
20183181048,1,BURGLARY OF RESIDENCE,Burglary,2018-11-14,903 NEWPORT AVE,N,2018-11-15,E,78753,18.33,3133490,10106726
20183290054,9,BURG NON RESIDENCE SHEDS,Burglary,2018-11-25,4600 MUELLER BLVD,O,2019-01-30,B,78723,3.06,3125013,10082433
20182000858,7,THEFT OF LICENSE PLATE,Theft,2018-07-19,2106 LANIER DR,C,2018-08-21,I,78757,18.18,3119104,10104559
20185043443,1,BURGLARY OF VEHICLE,Theft,2018-10-30,12000 DESSAU RD,N,2018-11-01,E,78753,18.35,3141263,10112276
20181862205,3,BURGLARY OF RESIDENCE,Burglary,2018-07-05,3001 OAK SPRINGS DR,N,2018-08-08,C,78702,8.01,3127383,10072745
20185028723,7,THEFT BY SHOPLIFTING,Theft,2018-07-27,1420 W WELLS BRANCH PKWY,N,2018-07-30,E,78660,18.4,3138009,10134575
20185029774,2,THEFT,Theft,2018-08-03,600 W WILLIAM CANNON DR,N,2018-09-10,F,78745,24.02,3101178,10044981
20185027247,6,THEFT BY SHOPLIFTING,Theft,2018-07-18,11637 RESEARCH BLVD NB,N,2018-09-11,A,78759,17.54,3112199,10124613
20185051061,7,THEFT BY SHOPLIFTING,Theft,2018-12-19,2525 W ANDERSON LN,N,2018-12-28,B,78757,15.01,3116494,10102601
20188003468,9,BURGLARY OF VEHICLE,Theft,2018-09-02,1801 E 51ST ST,N,2018-09-07,B,78723,3.06,3127952,10083340
20185035410,10,THEFT OF BICYCLE,Theft,2018-09-08,3500 GREYSTONE DR,N,2018-09-10,B,78731,17.52,3111476,10103538
20181801979,,AGG ASLT W/MOTOR VEH FAM/DAT V,Agg Assault,2018-06-30,13808 HARRIS RIDGE BLVD,C,2018-07-19,88,78660,18.4,3143472,10124556
20181831900,2,BURG OF RES - SEXUAL NATURE,Burglary,2018-07-02,6808 S IH 35 NB,N,2018-12-31,F,78744,24.27,3105729,10041469
20185023862,1,BURGLARY OF VEHICLE,Theft,2018-06-24,11413 WALNUT RIDGE DR,N,2018-06-25,E,78753,18.32,3137156,10110771
20182560866,2,BURGLARY OF RESIDENCE,Burglary,2018-09-13,1912 E WILLIAM CANNON DR,N,2018-10-17,F,78744,24.19,3108106,10041682
20185046645,9,THEFT,Theft,2018-11-19,120 W 5TH ST,,,G,78701,11,3113951,10070539
20185026491,3,BURGLARY OF VEHICLE,Theft,2018-07-13,2207 WICKERSHAM LN,N,2018-07-18,H,78741,23.14,3121645,10056710
20182691680,5,BURGLARY NON RESIDENCE,Burglary,2018-09-26,1210 BARTON SPRINGS RD,O,2019-01-23,D,78704,13.03,3109715,10068076
20185023708,3,BURGLARY OF VEHICLE,Theft,2018-06-23,629 W BEN WHITE BLVD SVRD EB,N,2018-06-25,D,78745,20.03,3105655,10055220
20185047126,3,BURGLARY OF VEHICLE,Theft,2018-11-23,1006 BANISTER LN,N,2018-11-28,D,78704,13.07,3104654,10056527
20183350308,4,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,2018-12-01,1401 E RUNDBERG LN,C,2018-12-01,E,78753,18.13,3133940,10101616
20182391425,2,BURGLARY OF RESIDENCE,Burglary,2018-08-27,5005 COPPERBEND BLVD,C,2018-09-20,F,78744,24.13,3115733,10044775
20185038991,3,BURGLARY OF VEHICLE,Theft,2018-10-01,3702 S 2ND ST,N,2018-10-03,D,78704,13.07,3105871,10056888
20188003276,10,THEFT,Theft,2018-08-27,3825 LAKE AUSTIN BLVD,N,2018-08-29,B,78703,16.02,3101011,10080328
20182090835,3,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,2018-07-28,2200 WILLOW CREEK DR,N,2018-08-06,H,78741,23.15,3118401,10057171
20185029072,7,THEFT,Theft,2018-07-31,3311 ESPERANZA XING,N,2018-12-18,A,78758,18.49,3118196,10118869
20182111497,3,THEFT,Theft,2018-07-30,6306 E RIVERSIDE DR,C,2018-07-30,H,78741,23.12,3127258,10055404
20185033825,3,THEFT,Theft,2018-08-29,4405 GARNETT ST,N,2018-08-29,D,78745,20.03,3106228,10052696
20183360753,1,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,2018-12-02,6909 WENTWORTH DR,C,2018-12-16,C,78724,22.02,3150048,10081517
20182200999,7,BURG NON RESIDENCE SHEDS,Burglary,2018-08-08,11501 CENTURY OAKS TER,N,2018-08-16,A,78758,18.49,3118589,10119609
20182210770,7,THEFT,Theft,2018-08-09,13609 N IH 35 SVRD NB,C,2018-08-09,E,78753,18.39,3135873,10127479
20182230485,3,AGG ASSAULT,Agg Assault,2018-08-11,2347 DOUGLAS ST,,,H,78741,23.13,3118325,10056320
20182221634,2,THEFT,Theft,2018-08-10,6503 S IH 35 SVRD NB,N,2018-08-13,F,78744,24.19,3106775,10042619
20182171197,3,BURGLARY NON RESIDENCE,Burglary,2018-08-05,1007 E 7TH ST,N,2018-08-07,G,78702,9.02,3117799,10069959
20188002894,8,BURGLARY OF VEHICLE,Theft,2018-08-01,2100 BARTON SPRINGS RD,N,2018-08-20,D,78746,19.11,3106393,10070460
20185024453,10,THEFT OF BICYCLE,Theft,2018-06-28,6401 COLINA LN,N,2018-07-02,A,78759,25,3106813,10125104
20185028426,10,THEFT OF AUTO PARTS,Theft,2018-07-26,7201 HART LN,N,2018-07-26,B,78731,17.52,3109721,10102901
20185038887,1,BURGLARY OF VEHICLE,Theft,2018-10-01,6100 GARDEN VIEW DR,N,2018-10-02,C,78724,22.08,3140267,10079850
20181960339,5,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,2018-07-15,1215 W SLAUGHTER LN,C,2018-07-15,F,78748,24.21,3092521,10035702
20188003660,9,THEFT FROM PERSON,Theft,2018-08-31,S CONGRESS AVE / W OLTORF ST,N,2018-09-19,D,78704,23.08,3111177,10060019
20188002914,9,THEFT FROM BUILDING,Theft,2018-07-27,405 W 22ND ST,N,2018-08-03,B,78705,6.04,3114284,10076857
20182301023,10,THEFT BY SHOPLIFTING,Theft,2018-08-18,7025 VILLAGE CENTER DR,,,B,78731,17.18,3109504,10101310
20182651304,1,AGG ASSAULT,Agg Assault,2018-09-22,1803 E ANDERSON LN SVRD EB,N,2018-12-07,I,78752,18.11,3132901,10093814
20182840404,10,THEFT OF TRAILER,Theft,2018-10-11,9220 SPICEBRUSH DR,N,2018-10-17,A,78759,17.55,3103514,10118083
20181851352,2,BURGLARY OF RESIDENCE,Burglary,2018-07-04,2000 COVERED WAGON PASS,N,2018-10-01,F,78744,24.12,3109784,10043868
20185028051,1,BURGLARY OF VEHICLE,Theft,2018-07-24,2104 E ANDERSON LN SVRD WB,N,2018-07-24,I,78754,18.34,3134292,10093429
20185035375,8,BURGLARY OF VEHICLE,Theft,2018-09-08,3900 S MOPAC EXPY SVRD SB,N,2018-09-24,D,78746,19.17,3093433,10061615
20185038582,10,BURGLARY OF VEHICLE,Theft,2018-09-28,7630 WOOD HOLLOW DR,N,2018-09-28,B,78731,17.52,3111455,10104536
20182740028,1,AGG ROBBERY/DEADLY WEAPON,Robbery,2018-10-01,5800 TECHNI CENTER DR,N,2018-11-29,C,78721,21.1,3136581,10075175
20183130386,2,AUTO THEFT,Auto Theft,2018-11-09,4600 NUCKOLS CROSSING RD,,,F,78744,24.13,3117292,10045926
20182020331,4,THEFT,Theft,2018-07-21,8900 N LAMAR BLVD,N,2018-07-25,E,78758,18.19,3126923,10103871
20185028903,8,BURGLARY OF VEHICLE,Theft,2018-07-29,4301 W WILLIAM CANNON DR,N,2018-09-06,D,78749,17.38,3084128,10053080
20181880556,2,AUTO THEFT,Auto Theft,2018-07-07,4323 S IH 35 SVRD NB,N,2018-07-10,F,78744,24.11,3111631,10050167
20182061257,7,THEFT,Theft,2018-07-25,500 CANYON RIDGE DR,C,2018-07-25,E,78753,18.39,3135499,10121165
20182400217,3,THEFT,Theft,2018-08-28,1601 ROYAL CREST DR,N,2018-09-11,H,78741,23.16,3118667,10060221
20185037287,2,THEFT,Theft,2018-09-20,6320 E STASSNEY LN,N,2018-10-25,F,78744,24.31,3122569,10047703
20182600429,5,BURGLARY OF VEHICLE,Theft,2018-09-17,4435 S LAMAR BLVD NB,N,2018-09-18,D,78745,17.12,3097759,10057165
20182961237,3,THEFT,Theft,2018-10-23,2701 E 7TH ST,N,2018-11-14,C,78702,9.02,3124305,10067892
20185023448,2,BURGLARY OF VEHICLE,Theft,2018-06-21,7707 S IH 35 SVRD NB,N,2018-06-25,F,78744,24.27,3104643,10038266
20188002589,3,BURGLARY OF VEHICLE,Theft,2018-07-06,2025 E 7TH ST,N,2018-07-24,C,78702,9.02,3121730,10068561
20182421490,7,BURG NON RESIDENCE SHEDS,Burglary,2018-08-30,3210 ESPERANZA XING,N,2018-09-05,A,78758,18.49,3119294,10118872
20183011702,3,AGG ASSAULT,Agg Assault,2018-10-28,2400 ANKEN DR,N,2018-10-31,H,78741,23.16,3119231,10057258
20182851603,4,THEFT,Theft,2018-10-12,8601 RESEARCH BLVD SVRD NB,C,2018-10-12,E,78758,18.05,3121691,10105147
20185031637,7,BURGLARY OF VEHICLE,Theft,2018-08-15,9333 RESEARCH BLVD NB,N,2018-08-16,A,78759,17.53,3114335,10112465
20185025023,9,THEFT,Theft,2018-07-02,211 W 4TH ST,N,2018-07-03,G,78701,11,3113487,10070189
20182890804,3,BURGLARY OF VEHICLE,Theft,2018-10-16,2347 DOUGLAS ST,N,2018-10-30,H,78741,23.13,3118325,10056320
20185040060,1,THEFT,Theft,2018-10-08,4701 E MARTIN LUTHER KING JR BLVD,N,2018-10-15,C,78721,21.09,3133747,10077675
20185026701,3,THEFT BY SHOPLIFTING,Theft,2018-07-14,1717 S PLEASANT VALLEY RD,N,2018-08-02,H,78741,23.18,3121741,10058946
20181860708,6,DEADLY CONDUCT,Agg Assault,2018-07-05,12425 MELLOW MEADOW DR,N,2018-07-25,A,78750,204.05,3095603,10139415
20182370576,1,BURGLARY OF RESIDENCE,Burglary,2018-08-25,6103 MANOR RD,C,2018-08-31,I,78723,21.07,3134407,10085593
20182780582,7,BURGLARY NON RESIDENCE,Burglary,2018-10-05,8956 RESEARCH BLVD SVRD SB,N,2018-10-16,I,78757,18.18,3119873,10108263
20185037239,9,BURGLARY OF VEHICLE,Theft,2018-09-19,511 W 7TH ST,,,G,78701,11,3112652,10071553
20185030540,10,BURGLARY OF VEHICLE,Theft,2018-08-09,10614 RESEARCH BLVD SB,N,2018-08-13,A,78759,17.22,3111871,10117835
20182240025,10,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,2018-08-12,4159 STECK AVE,C,2018-08-27,B,78759,17.06,3108684,10110188
20182881192,1,AGG ASSAULT,Agg Assault,2018-10-15,3408 WEBBERVILLE RD,N,2018-11-30,C,78702,8.02,3125833,10071899
20185033921,4,BURGLARY OF COIN-OP MACHINE,Theft,2018-08-29,1425 E RUNDBERG LN,N,2018-08-30,E,78753,18.13,3134553,10101257
20185036263,10,THEFT,Theft,2018-09-13,11266 TAYLOR DRAPER LN,N,2018-09-17,A,78759,25,3109904,10122429
20182440261,3,ROBBERY BY ASSAULT,Robbery,2018-09-01,2803 COLLINS CREEK DR,N,2018-10-23,H,78741,23.13,3118601,10055152
20185043075,3,THEFT,Theft,2018-10-27,1100 E 2ND ST,N,2018-10-29,G,78702,9.02,3117497,10068394
20182681488,7,THEFT BY SHOPLIFTING,Theft,2018-09-25,12900 N IH 35 SVRD SB,C,2018-09-30,E,78753,18.48,3134231,10124160
20182781122,1,THEFT,Theft,2018-10-05,6707 CAMERON RD,C,2018-10-05,I,78752,18.11,3129252,10090848
20188003967,7,THEFT BY SHOPLIFTING,Theft,2018-10-08,10710 RESEARCH BLVD SVRD NB,N,2018-10-15,A,78759,17.53,3112267,10117995
20182060503,7,AUTO THEFT,Auto Theft,2018-07-25,5408 AURORA DR,N,2018-07-26,I,78756,2.05,3117190,10091402
20181931656,3,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,2018-07-12,812 GUNTER ST,N,2018-07-25,C,78702,9.02,3127388,10068028
20185037025,10,THEFT,Theft,2018-09-18,11819 PAVILION BLVD,N,2018-09-24,A,78759,25,3108986,10127545
20185034089,10,BURGLARY OF VEHICLE,Theft,2018-08-30,3800 MOUNT BONNELL RD,N,2018-08-31,B,78731,1.02,3104170,10089793
20185042749,3,THEFT,Theft,2018-10-25,901 W BEN WHITE BLVD SVRD EB,N,2018-10-25,D,78745,20.03,3104682,10055364
20185040820,8,THEFT FROM PERSON,Theft,2018-10-12,2100 BARTON SPRINGS RD,N,2018-10-15,D,78746,19.11,3106393,10070460
20182300801,8,BURGLARY OF VEHICLE,Theft,2018-08-18,6601 RIALTO BLVD,N,2018-09-10,D,78735,19.15,3077594,10062914
20188004098,3,THEFT FROM PERSON,Theft,2018-10-13,1505 TOWN CREEK DR,N,2018-10-22,H,78741,23.04,3119554,10061293
20183181291,9,THEFT,Theft,2018-11-14,500 E 7TH ST,N,2018-11-19,G,78701,11,3115951,10070759
20182000297,2,BURGLARY NON RESIDENCE,Burglary,2018-07-19,7303 BURLESON RD,N,2018-08-16,F,78744,24.31,3127949,10044263
20185040996,3,THEFT,Theft,2018-10-14,1603 E OLTORF ST,N,2018-10-18,H,78741,23.07,3115463,10058091
20185037468,1,THEFT,Theft,2018-09-21,3506 DARBY ST,N,2018-10-04,C,78721,21.1,3137077,10072037
20181960008,4,THEFT,Theft,2018-07-15,9414 N LAMAR BLVD,N,2018-07-17,E,78758,18.19,3127650,10106327
20185029214,3,THEFT BY SHOPLIFTING,Theft,2018-07-31,600 E BEN WHITE BLVD SVRD WB,N,2018-08-01,D,78704,23.08,3110505,10053042
20183030961,5,THEFT,Theft,2018-10-30,525 W SLAUGHTER LN,C,2018-11-01,F,78748,24.21,3097219,10035383
20182331674,10,BURGLARY OF VEHICLE,Theft,2018-08-21,11600 RESEARCH BLVD SVRD SB,,,A,78759,25,3111816,10124410
20183120772,3,THEFT,Theft,2018-11-08,2701 E 7TH ST,N,2018-11-14,C,78702,9.02,3124305,10067892
20183130770,6,THEFT,Theft,2018-11-09,11200 LAKELINE MALL DR,N,2018-11-22,A,78613,203.18,3092523,10143915
20185039983,9,THEFT FROM BUILDING,Theft,2018-10-08,2101 RIO GRANDE ST,N,2018-10-09,B,78705,6.04,3113563,10076611
20182331673,7,AUTO THEFT,Auto Theft,2018-08-21,11506 CENTURY OAKS TER,C,2018-08-23,A,78758,18.49,3118505,10119781
20188003098,3,BURGLARY OF VEHICLE,Theft,2018-08-13,1012 MUSE LN,N,2018-08-20,C,78702,8.01,3125215,10070248
20182881641,4,AGG ROBBERY/DEADLY WEAPON,Robbery,2018-10-15,701 W LONGSPUR BLVD,N,2019-01-16,E,78753,18.23,3129180,10106923
20182521297,5,BURGLARY OF VEHICLE,Theft,2018-09-09,9811 S IH 35 SVRD NB,N,2018-09-12,F,78744,24.25,3100629,10030282
20185041100,5,THEFT,Theft,2018-10-15,10517 BIG THICKET DR,N,2018-10-15,F,78747,24.25,3101017,10027094
20185026238,7,BURGLARY OF VEHICLE,Theft,2018-07-11,1700 W PARMER LN,N,2018-07-12,E,78727,18.48,3130069,10123786
20185026241,9,THEFT OF BICYCLE,Theft,2018-07-11,1400 RIO GRANDE ST,N,2018-07-19,B,78701,7,3112968,10074431
20185026250,9,BURGLARY OF VEHICLE,Theft,2018-07-11,200 BRAZOS ST,N,2018-07-12,G,78701,11,3114315,10069296
20182251948,1,AGG ROBBERY/DEADLY WEAPON,Robbery,2018-08-13,11316 FARMHAVEN RD,C,2019-04-17,C,78754,18.56,3152764,10101916
20182541045,7,MURDER,Murder,2018-09-11,1500 E PARMER LN,C,2018-12-11,E,78753,18.39,3142154,10115695
20188003856,1,THEFT,Theft,2018-07-20,3015 E 13TH ST,N,2018-10-19,C,78702,8.02,3126704,10074291
20185036596,,THEFT,Theft,2018-09-16,9301 OLD BEE CAVES RD,N,2018-09-16,D,78735,19.08,3064189,10066645
