GO Primary Key (Year plus Incident Number),Council District,GO Highest Offense Desc,Crime Type,GO Report Date,GO Location,GO X Coordinate,GO Y Coordinate,Clearance Status,Clearance Date,GO District,GO Location Zip,GO Census Tract
20185046955,8,THEFT,Theft,21-Nov-18,2100 BARTON SPRINGS RD,3106393.00,10070460,N,26-Nov-18,D,78746,19.11
20185049886,8,BURGLARY OF VEHICLE,Theft,11-Dec-18,4301 W WILLIAM CANNON DR,3084128.00,10053080,N,13-Dec-18,D,78749,17.38
20185048243,10,BURGLARY OF VEHICLE,Theft,1-Dec-18,8405 BENT TREE RD,3113277.00,10108646,N,3-Dec-18,B,78759,17.07
20185045166,9,THEFT,Theft,9-Nov-18,100 CONGRESS AVE,3113729.00,10069275,N,12-Nov-18,G,78701,11
20185045176,7,BURGLARY OF VEHICLE,Theft,9-Nov-18,1624 E HOWARD LN,3145987.00,10121013,N,12-Nov-18,E,78660,18.4
20183580470,8,BURGLARY NON RESIDENCE,Burglary,24-Dec-18,5017 W US 290 HWY SVRD EB,3089371.00,10057773,N,29-Jan-19,D,78749,17.5
20183491776,3,AGG ROBBERY/DEADLY WEAPON,Robbery,16-Dec-18,1516 BURTON DR,3119061.00,10060239,C,19-Mar-19,H,78741,23.16
20185050636,3,BURGLARY OF VEHICLE,Theft,16-Dec-18,4700 E RIVERSIDE DR,3122188.00,10058144,N,18-Dec-18,H,78741,23.18
20183110310,5,BURGLARY NON RESIDENCE,Burglary,7-Nov-18,11215 S IH 35 SVRD NB,3098638.00,10022989,N,29-Nov-18,F,78747,24.28
20183211284,8,BURGLARY OF RESIDENCE,Burglary,17-Nov-18,4616 CHESNEY RIDGE DR,3077489.00,10043994,N,21-Nov-18,D,78749,17.4
20185043441,4,THEFT OF BICYCLE,Theft,30-Oct-18,5901 N IH 35 SVRD NB,3125506.00,10089730,N,31-Oct-18,I,78723,21.05
20182830108,4,AGG ROBBERY/DEADLY WEAPON,Robbery,10-Oct-18,1107 RUTLAND DR,3126046.00,10106788,C,27-Nov-18,E,78758,18.19
20185047790,10,BURGLARY OF VEHICLE,Theft,28-Nov-18,11282 TAYLOR DRAPER LN,3109536.00,10122725,N,29-Nov-18,A,78759,25
20185047828,1,THEFT,Theft,28-Nov-18,2909 E 51ST ST,3131931.00,10081856,N,6-Dec-18,C,78723,21.07
20185024612,3,BREACH OF COMPUTER SECURITY,Theft,29-Jun-18,2515 DURWOOD ST,3109478.00,10060170,N,7-Aug-18,D,78704,13.08
20185046066,5,BURGLARY OF VEHICLE,Theft,15-Nov-18,5707 WEST GATE BLVD,3094328.00,10052179,N,26-Nov-18,D,78745,17.13
20185027574,3,THEFT OF LICENSE PLATE,Theft,20-Jul-18,2430 CROMWELL CIR,3121531.00,10055852,N,25-Jul-18,H,78741,23.14
20183380559,7,BURGLARY OF VEHICLE,Theft,4-Dec-18,705 LITTLE OAK DR,3132403.00,10115156,N,5-Dec-18,E,78753,18.24
20183600314,9,AUTO THEFT,Auto Theft,26-Dec-18,1711 FAWN DR,3116802.00,10059466,,,H,78741,14.03
20183541112,2,THEFT,Theft,20-Dec-18,6607 S IH 35 SVRD NB,3106736.00,10041724,C,20-Dec-18,F,78744,24.27
20188005080,3,BURGLARY OF RESIDENCE,Burglary,23-Dec-18,602 FORT DRUM DR,3107464.00,10048170,,,D,78745,24.03
20188005081,4,BURGLARY OF VEHICLE,Theft,26-Dec-18,5608 AVENUE F,3121367.00,10090313,N,27-Dec-18,I,78751,15.03
20185044125,9,BURGLARY OF VEHICLE,Theft,3-Nov-18,807 W LIVE OAK ST,3108691.00,10062362,N,7-Nov-18,D,78704,13.05
20182900994,9,BURGLARY NON RESIDENCE,Burglary,17-Oct-18,1032 E 46TH ST,3123003.00,10084183,N,12-Nov-18,B,78751,3.04
20183581058,7,AGG ROBBERY/DEADLY WEAPON,Robbery,24-Dec-18,2917 W ANDERSON LN,3114840.00,10104092,,,B,78757,18.17
20185047851,9,THEFT,Theft,28-Nov-18,1201 BARBARA JORDAN BLVD,3124601.00,10084923,N,29-Nov-18,B,78723,3.06
20185046240,1,THEFT,Theft,16-Nov-18,4616 WINDY BROOK DR,3131859.00,10080232,N,3-Dec-18,C,78723,21.07
20183291285,5,AUTO THEFT,Auto Theft,25-Nov-18,9308 S 1ST ST,3096524.00,10034765,C,26-Nov-18,F,78748,24.21
20182321230,1,AUTO THEFT,Auto Theft,20-Aug-18,6211 ADALEE AVE,3134748.00,10086287,N,21-Aug-18,I,78723,21.12
20183431448,8,RAPE,Rape,9-Dec-18,,,,N,14-Jan-19,D,78739,17.37
20185048670,5,BURGLARY OF VEHICLE,Theft,4-Dec-18,1100 S LAMAR BLVD,3108188.00,10066117,N,6-Dec-18,D,78704,13.03
20182430135,4,THEFT,Theft,31-Aug-18,7522 N IH 35 SVRD SB,3125968.00,10096642,C,31-Aug-18,I,78752,18.04
20182150752,2,THEFT,Theft,3-Aug-18,5700 BAYTHORNE DR,3110995.00,10029297,N,18-Sep-18,F,78747,24.26
20182290300,4,BURGLARY NON RESIDENCE,Burglary,17-Aug-18,1433 FAIRFIELD DR,3122017.00,10104511,C,23-Oct-18,E,78758,18.05
20185051363,3,THEFT,Theft,20-Dec-18,707 CARDINAL LN,3106707.00,10057713,N,26-Dec-18,D,78704,13.07
20185050302,9,THEFT,Theft,14-Dec-18,2246 GUADALUPE ST,3114379.00,10077330,N,14-Dec-18,B,78705,6.04
20183510408,7,BURGLARY NON RESIDENCE,Burglary,17-Dec-18,5435 BURNET RD,3114805.00,10093129,C,26-Dec-18,I,78756,2.05
20183021852,2,BURGLARY OF VEHICLE,Theft,29-Oct-18,5719 PALO BLANCO LN,3113517.00,10042961,C,30-Oct-18,F,78744,24.12
20188004676,9,THEFT,Theft,19-Nov-18,1812 WEST AVE,3113131.00,10076058,N,28-Nov-18,B,78701,7
20182501178,3,BURGLARY OF VEHICLE,Theft,7-Sep-18,1300 CROSSING PL,3123924.00,10059981,N,19-Nov-18,H,78741,23.17
20181852210,9,SEXUAL ASSAULT W/ OBJECT,Rape,4-Jul-18,,,,N,13-Sep-18,B,78701,7
20183511455,3,AGG ROBBERY/DEADLY WEAPON,Robbery,17-Dec-18,2121 E OLTORF ST,3117862.00,10057044,,,H,78741,23.13
20185048066,1,THEFT,Theft,30-Nov-18,2207 E 22ND ST,3121922.00,10076420,N,14-Dec-18,C,78722,4.02
20185037153,3,BURGLARY OF VEHICLE,Theft,19-Sep-18,1201 LADY BIRD LN,3120847.00,10061654,N,24-Sep-18,H,78741,23.04
20182550149,5,AUTO THEFT,Auto Theft,12-Sep-18,3128 SILKGRASS BND,3084142.00,10040769,N,18-Sep-18,F,78748,17.46
20185038823,9,BURGLARY OF VEHICLE,Theft,30-Sep-18,2207 S 5TH ST,3107898.00,10062274,N,2-Oct-18,D,78704,13.05
20185046103,6,THEFT BY SHOPLIFTING,Theft,16-Nov-18,11200 LAKELINE MALL DR,3092523.00,10143915,N,21-Nov-18,A,78613,203.18
20183120528,3,AUTO THEFT,Auto Theft,8-Nov-18,1515 WICKERSHAM LN,3122306.00,10058898,N,21-Nov-18,H,78741,23.18
20185045215,3,BURGLARY OF VEHICLE,Theft,10-Nov-18,1001 E 3RD ST,3117230.00,10068661,N,12-Nov-18,G,78702,9.02
20181820199,10,AGG ASSAULT,Agg Assault,1-Jul-18,11901 PAVILION BLVD,3109342.00,10127585,N,4-Sep-18,A,78759,25
20185048132,5,THEFT,Theft,30-Nov-18,4706 MERION CRICKET DR,3102448.00,10021223,N,7-Feb-19,F,78747,24.28
20185048280,8,BURGLARY OF VEHICLE,Theft,1-Dec-18,6900 BRODIE LN,3087289.00,10051111,N,21-Dec-18,D,78749,17.5
20182161522,1,BURGLARY OF RESIDENCE,Burglary,4-Aug-18,3013 ROGGE LN,3134262.00,10083930,N,6-Aug-18,I,78723,21.07
20181920379,4,AUTO THEFT,Auto Theft,11-Jul-18,1071 CLAYTON LN,3126309.00,10089393,N,11-Jul-18,I,78723,21.05
20185033011,7,THEFT FROM AUTO,Theft,24-Aug-18,12901 N IH 35 SVRD NB,3135967.00,10124812,N,4-Oct-18,E,78753,18.39
20188004894,7,BURGLARY OF VEHICLE,Theft,13-Dec-18,9607 RESEARCH BLVD SVRD NB,3112956.00,10114736,N,17-Dec-18,A,78759,17.53
20183500261,9,AGG ROBBERY BY ASSAULT,Robbery,16-Dec-18,700 BLOCK TRINITY ST,3115555.00,10070935,,,G,78701,11
20183321069,2,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,28-Nov-18,8515 S IH 35 SVRD NB,3102777.00,10035020,C,5-Dec-18,F,78744,24.29
20185049565,7,THEFT BY SHOPLIFTING,Theft,10-Dec-18,3311 ESPERANZA XING,3118196.00,10118869,N,20-Dec-18,A,78758,18.49
20185024207,9,BURGLARY OF VEHICLE,Theft,26-Jun-18,1302 E 29TH ST,3120839.00,10077585,N,28-Jun-18,C,78722,4.01
20182390958,3,BURG NON RESIDENCE SHEDS,Burglary,27-Aug-18,3412 E 4TH ST,3126479.00,10065789,N,28-Aug-18,C,78702,9.02
20185050611,4,THEFT,Theft,16-Dec-18,1217 CLOVERLEAF DR,3126508.00,10087176,N,17-Dec-18,I,78723,21.04
20188004136,4,THEFT FROM AUTO,Theft,15-Oct-18,400 W ANDERSON LN SVRD WB,3124657.00,10099308,N,22-Oct-18,E,78753,18.04
20183010457,3,RAPE,Rape,28-Oct-18,,,,N,9-Jan-19,C,78702,9.02
20182920837,2,BURGLARY OF RESIDENCE,Burglary,19-Oct-18,4612 SILVERSTONE DR,3110134.00,10036330,N,22-Oct-18,F,78744,24.3
20185047365,1,THEFT,Theft,26-Nov-18,1409 LAVACA ST,3114499.00,10073991,N,27-Nov-18,B,78701,7
20188005140,5,THEFT OF BICYCLE,Theft,29-Dec-18,4477 S LAMAR BLVD NB,3097419.00,10056889,N,7-Jan-19,D,78745,17.12
20188004754,8,BURGLARY OF VEHICLE,Theft,3-Dec-18,4408 WALSALL LOOP,3078564.00,10044320,N,5-Dec-18,D,78749,17.4
20183371753,7,THEFT,Theft,3-Dec-18,12901 N IH 35 SVRD NB,3135967.00,10124812,N,6-Dec-18,E,78753,18.39
20183301290,8,BURGLARY OF VEHICLE,Theft,26-Nov-18,7101 S MOPAC EXPY SVRD NB,3083723.00,10051222,N,3-Dec-18,D,78749,17.76
20185051980,4,THEFT,Theft,26-Dec-18,6010 N IH 35 SVRD SB,3124708.00,10090933,N,27-Dec-18,I,78752,15.03
20183551143,3,THEFT BY SHOPLIFTING,Theft,21-Dec-18,710 E BEN WHITE BLVD SVRD WB,3111061.00,10053193,N,27-Dec-18,D,78704,23.08
20185048225,9,BURGLARY OF VEHICLE,Theft,1-Dec-18,E 38TH HALF ST / N IH 35 SVRD NB,3121476.00,10080631,N,6-Dec-18,C,78722,4.01
20181810966,6,AUTO THEFT,Auto Theft,30-Jun-18,13201 POND SPRINGS RD,3101672.00,10135091,N,5-Jul-18,A,78729,204.06
20183310627,4,BURGLARY OF VEHICLE,Theft,27-Nov-18,1505 DESERT QUAIL LN,3124706.00,10109160,N,28-Nov-18,E,78758,18.21
20182350966,8,BURGLARY OF VEHICLE,Theft,23-Aug-18,5000 W SLAUGHTER LN,3076659.00,10045257,C,10-Oct-18,D,78749,17.4
20183121302,4,THEFT BY SHOPLIFTING,Theft,8-Nov-18,5621 N IH 35 NB,3125062.00,10088495,C,8-Nov-18,I,78723,21.05
20185049571,2,THEFT,Theft,10-Dec-18,5200 E WILLIAM CANNON DR,3113492.00,10038801,N,10-Dec-18,F,78744,24.19
20185051729,4,THEFT OF LICENSE PLATE,Theft,23-Dec-18,9971 QUAIL BLVD,3126850.00,10108213,N,24-Dec-18,E,78758,18.22
20183580147,5,BURGLARY OF RESIDENCE,Burglary,24-Dec-18,1508 CANON YEOMANS TRL,3087943.00,10029911,C,24-Dec-18,F,78748,17.72
20185051993,7,THEFT OF BICYCLE,Theft,26-Dec-18,706 WREN AVE,3135184.00,10114679,N,27-Dec-18,E,78753,18.24
20185026357,7,BURGLARY OF VEHICLE,Theft,12-Jul-18,11410 CENTURY OAKS TER,3118245.00,10119454,N,16-Jul-18,A,78758,18.49
20185050365,10,BURGLARY OF VEHICLE,Theft,14-Dec-18,10000 RESEARCH BLVD SVRD SB,3111977.00,10115825,N,17-Dec-18,A,78759,17.22
20185026539,7,AUTO THEFT,Auto Theft,13-Jul-18,3202 MOSSROCK DR,3116240.00,10109395,C,27-Sep-18,B,78757,18.17
20185025811,4,BURGLARY OF VEHICLE,Theft,9-Jul-18,N LAMAR BLVD / W RUNDBERG LN,3127942.00,10105660,N,9-Jul-18,E,78758,18.19
20188003445,1,THEFT OF BICYCLE,Theft,3-Sep-18,11602 OAK TRL,3135581.00,10112596,N,23-Oct-18,E,78753,18.32
20182351600,3,THEFT,Theft,23-Aug-18,2701 E 7TH ST,3124305.00,10067892,C,24-Aug-18,C,78702,9.02
20183280734,5,AGG ASSAULT,Agg Assault,24-Nov-18,9801 MANCHACA RD,3089810.00,10036073,N,27-Dec-18,F,78748,17.47
20185051911,7,BURGLARY OF VEHICLE,Theft,26-Dec-18,11703 WHITE WING AVE,3134415.00,10113185,N,27-Dec-18,E,78753,18.24
20188002550,5,THEFT FROM BUILDING,Theft,29-Jun-18,9900 S IH 35 SB,3100118.00,10029925,N,4-Jul-18,F,78748,24.21
20185052077,1,BURGLARY OF VEHICLE,Theft,27-Dec-18,6804 BRYN MAWR DR,3136810.00,10088300,N,27-Dec-18,I,78723,21.13
20185028726,1,THEFT OF LICENSE PLATE,Theft,27-Jul-18,2900 OAK SPRINGS DR,3127407.00,10073005,N,30-Jul-18,C,78702,8.02
20183621207,9,THEFT,Theft,28-Dec-18,1000 E 41ST ST,3121344.00,10082703,C,28-Dec-18,B,78751,3.02
20185029299,9,THEFT,Theft,1-Aug-18,720 W 6TH ST,3111897.00,10071532,N,1-Aug-18,G,78701,11
20183181048,1,BURGLARY OF RESIDENCE,Burglary,14-Nov-18,903 NEWPORT AVE,3133490.00,10106726,N,15-Nov-18,E,78753,18.33
20183290054,9,BURG NON RESIDENCE SHEDS,Burglary,25-Nov-18,4600 MUELLER BLVD,3125013.00,10082433,O,30-Jan-19,B,78723,3.06
20182000858,7,THEFT OF LICENSE PLATE,Theft,19-Jul-18,2106 LANIER DR,3119104.00,10104559,C,21-Aug-18,I,78757,18.18
20185043443,1,BURGLARY OF VEHICLE,Theft,30-Oct-18,12000 DESSAU RD,3141263.00,10112276,N,1-Nov-18,E,78753,18.35
20181862205,3,BURGLARY OF RESIDENCE,Burglary,5-Jul-18,3001 OAK SPRINGS DR,3127383.00,10072745,N,8-Aug-18,C,78702,8.01
20185028723,7,THEFT BY SHOPLIFTING,Theft,27-Jul-18,1420 W WELLS BRANCH PKWY,3138009.00,10134575,N,30-Jul-18,E,78660,18.4
20185029774,2,THEFT,Theft,3-Aug-18,600 W WILLIAM CANNON DR,3101178.00,10044981,N,10-Sep-18,F,78745,24.02
20185027247,6,THEFT BY SHOPLIFTING,Theft,18-Jul-18,11637 RESEARCH BLVD NB,3112199.00,10124613,N,11-Sep-18,A,78759,17.54
20185051061,7,THEFT BY SHOPLIFTING,Theft,19-Dec-18,2525 W ANDERSON LN,3116494.00,10102601,N,28-Dec-18,B,78757,15.01
20188003468,9,BURGLARY OF VEHICLE,Theft,2-Sep-18,1801 E 51ST ST,3127952.00,10083340,N,7-Sep-18,B,78723,3.06
20185035410,10,THEFT OF BICYCLE,Theft,8-Sep-18,3500 GREYSTONE DR,3111476.00,10103538,N,10-Sep-18,B,78731,17.52
20181801979,,AGG ASLT W/MOTOR VEH FAM/DAT V,Agg Assault,30-Jun-18,13808 HARRIS RIDGE BLVD,3143472.00,10124556,C,19-Jul-18,88,78660,18.4
20181831900,2,BURG OF RES - SEXUAL NATURE,Burglary,2-Jul-18,6808 S IH 35 NB,3105729.00,10041469,N,31-Dec-18,F,78744,24.27
20185023862,1,BURGLARY OF VEHICLE,Theft,24-Jun-18,11413 WALNUT RIDGE DR,3137156.00,10110771,N,25-Jun-18,E,78753,18.32
20182560866,2,BURGLARY OF RESIDENCE,Burglary,13-Sep-18,1912 E WILLIAM CANNON DR,3108106.00,10041682,N,17-Oct-18,F,78744,24.19
20185046645,9,THEFT,Theft,19-Nov-18,120 W 5TH ST,3113951.00,10070539,,,G,78701,11
20185026491,3,BURGLARY OF VEHICLE,Theft,13-Jul-18,2207 WICKERSHAM LN,3121645.00,10056710,N,18-Jul-18,H,78741,23.14
20182691680,5,BURGLARY NON RESIDENCE,Burglary,26-Sep-18,1210 BARTON SPRINGS RD,3109715.00,10068076,O,23-Jan-19,D,78704,13.03
20185023708,3,BURGLARY OF VEHICLE,Theft,23-Jun-18,629 W BEN WHITE BLVD SVRD EB,3105655.00,10055220,N,25-Jun-18,D,78745,20.03
20185047126,3,BURGLARY OF VEHICLE,Theft,23-Nov-18,1006 BANISTER LN,3104654.00,10056527,N,28-Nov-18,D,78704,13.07
20183350308,4,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,1-Dec-18,1401 E RUNDBERG LN,3133940.00,10101616,C,1-Dec-18,E,78753,18.13
20182391425,2,BURGLARY OF RESIDENCE,Burglary,27-Aug-18,5005 COPPERBEND BLVD,3115733.00,10044775,C,20-Sep-18,F,78744,24.13
20185038991,3,BURGLARY OF VEHICLE,Theft,1-Oct-18,3702 S 2ND ST,3105871.00,10056888,N,3-Oct-18,D,78704,13.07
20188003276,10,THEFT,Theft,27-Aug-18,3825 LAKE AUSTIN BLVD,3101011.00,10080328,N,29-Aug-18,B,78703,16.02
20182090835,3,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,28-Jul-18,2200 WILLOW CREEK DR,3118401.00,10057171,N,6-Aug-18,H,78741,23.15
20185029072,7,THEFT,Theft,31-Jul-18,3311 ESPERANZA XING,3118196.00,10118869,N,18-Dec-18,A,78758,18.49
20182111497,3,THEFT,Theft,30-Jul-18,6306 E RIVERSIDE DR,3127258.00,10055404,C,30-Jul-18,H,78741,23.12
20185033825,3,THEFT,Theft,29-Aug-18,4405 GARNETT ST,3106228.00,10052696,N,29-Aug-18,D,78745,20.03
20183360753,1,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,2-Dec-18,6909 WENTWORTH DR,3150048.00,10081517,C,16-Dec-18,C,78724,22.02
20182200999,7,BURG NON RESIDENCE SHEDS,Burglary,8-Aug-18,11501 CENTURY OAKS TER,3118589.00,10119609,N,16-Aug-18,A,78758,18.49
20182210770,7,THEFT,Theft,9-Aug-18,13609 N IH 35 SVRD NB,3135873.00,10127479,C,9-Aug-18,E,78753,18.39
20182230485,3,AGG ASSAULT,Agg Assault,11-Aug-18,2347 DOUGLAS ST,3118325.00,10056320,,,H,78741,23.13
20182221634,2,THEFT,Theft,10-Aug-18,6503 S IH 35 SVRD NB,3106775.00,10042619,N,13-Aug-18,F,78744,24.19
20182171197,3,BURGLARY NON RESIDENCE,Burglary,5-Aug-18,1007 E 7TH ST,3117799.00,10069959,N,7-Aug-18,G,78702,9.02
20188002894,8,BURGLARY OF VEHICLE,Theft,1-Aug-18,2100 BARTON SPRINGS RD,3106393.00,10070460,N,20-Aug-18,D,78746,19.11
20185024453,10,THEFT OF BICYCLE,Theft,28-Jun-18,6401 COLINA LN,3106813.00,10125104,N,2-Jul-18,A,78759,25
20185028426,10,THEFT OF AUTO PARTS,Theft,26-Jul-18,7201 HART LN,3109721.00,10102901,N,26-Jul-18,B,78731,17.52
20185038887,1,BURGLARY OF VEHICLE,Theft,1-Oct-18,6100 GARDEN VIEW DR,3140267.00,10079850,N,2-Oct-18,C,78724,22.08
20181960339,5,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,15-Jul-18,1215 W SLAUGHTER LN,3092521.00,10035702,C,15-Jul-18,F,78748,24.21
20188003660,9,THEFT FROM PERSON,Theft,31-Aug-18,S CONGRESS AVE / W OLTORF ST,3111177.00,10060019,N,19-Sep-18,D,78704,23.08
20188002914,9,THEFT FROM BUILDING,Theft,27-Jul-18,405 W 22ND ST,3114284.00,10076857,N,3-Aug-18,B,78705,6.04
20182301023,10,THEFT BY SHOPLIFTING,Theft,18-Aug-18,7025 VILLAGE CENTER DR,3109504.00,10101310,,,B,78731,17.18
20182651304,1,AGG ASSAULT,Agg Assault,22-Sep-18,1803 E ANDERSON LN SVRD EB,3132901.00,10093814,N,7-Dec-18,I,78752,18.11
20182840404,10,THEFT OF TRAILER,Theft,11-Oct-18,9220 SPICEBRUSH DR,3103514.00,10118083,N,17-Oct-18,A,78759,17.55
20181851352,2,BURGLARY OF RESIDENCE,Burglary,4-Jul-18,2000 COVERED WAGON PASS,3109784.00,10043868,N,1-Oct-18,F,78744,24.12
20185028051,1,BURGLARY OF VEHICLE,Theft,24-Jul-18,2104 E ANDERSON LN SVRD WB,3134292.00,10093429,N,24-Jul-18,I,78754,18.34
20185035375,8,BURGLARY OF VEHICLE,Theft,8-Sep-18,3900 S MOPAC EXPY SVRD SB,3093433.00,10061615,N,24-Sep-18,D,78746,19.17
20185038582,10,BURGLARY OF VEHICLE,Theft,28-Sep-18,7630 WOOD HOLLOW DR,3111455.00,10104536,N,28-Sep-18,B,78731,17.52
20182740028,1,AGG ROBBERY/DEADLY WEAPON,Robbery,1-Oct-18,5800 TECHNI CENTER DR,3136581.00,10075175,N,29-Nov-18,C,78721,21.1
20183130386,2,AUTO THEFT,Auto Theft,9-Nov-18,4600 NUCKOLS CROSSING RD,3117292.00,10045926,,,F,78744,24.13
20182020331,4,THEFT,Theft,21-Jul-18,8900 N LAMAR BLVD,3126923.00,10103871,N,25-Jul-18,E,78758,18.19
20185028903,8,BURGLARY OF VEHICLE,Theft,29-Jul-18,4301 W WILLIAM CANNON DR,3084128.00,10053080,N,6-Sep-18,D,78749,17.38
20181880556,2,AUTO THEFT,Auto Theft,7-Jul-18,4323 S IH 35 SVRD NB,3111631.00,10050167,N,10-Jul-18,F,78744,24.11
20182061257,7,THEFT,Theft,25-Jul-18,500 CANYON RIDGE DR,3135499.00,10121165,C,25-Jul-18,E,78753,18.39
20182400217,3,THEFT,Theft,28-Aug-18,1601 ROYAL CREST DR,3118667.00,10060221,N,11-Sep-18,H,78741,23.16
20185037287,2,THEFT,Theft,20-Sep-18,6320 E STASSNEY LN,3122569.00,10047703,N,25-Oct-18,F,78744,24.31
20182600429,5,BURGLARY OF VEHICLE,Theft,17-Sep-18,4435 S LAMAR BLVD NB,3097759.00,10057165,N,18-Sep-18,D,78745,17.12
20182961237,3,THEFT,Theft,23-Oct-18,2701 E 7TH ST,3124305.00,10067892,N,14-Nov-18,C,78702,9.02
20185023448,2,BURGLARY OF VEHICLE,Theft,21-Jun-18,7707 S IH 35 SVRD NB,3104643.00,10038266,N,25-Jun-18,F,78744,24.27
20188002589,3,BURGLARY OF VEHICLE,Theft,6-Jul-18,2025 E 7TH ST,3121730.00,10068561,N,24-Jul-18,C,78702,9.02
20182421490,7,BURG NON RESIDENCE SHEDS,Burglary,30-Aug-18,3210 ESPERANZA XING,3119294.00,10118872,N,5-Sep-18,A,78758,18.49
20183011702,3,AGG ASSAULT,Agg Assault,28-Oct-18,2400 ANKEN DR,3119231.00,10057258,N,31-Oct-18,H,78741,23.16
20182851603,4,THEFT,Theft,12-Oct-18,8601 RESEARCH BLVD SVRD NB,3121691.00,10105147,C,12-Oct-18,E,78758,18.05
20185031637,7,BURGLARY OF VEHICLE,Theft,15-Aug-18,9333 RESEARCH BLVD NB,3114335.00,10112465,N,16-Aug-18,A,78759,17.53
20185025023,9,THEFT,Theft,2-Jul-18,211 W 4TH ST,3113487.00,10070189,N,3-Jul-18,G,78701,11
20182890804,3,BURGLARY OF VEHICLE,Theft,16-Oct-18,2347 DOUGLAS ST,3118325.00,10056320,N,30-Oct-18,H,78741,23.13
20185040060,1,THEFT,Theft,8-Oct-18,4701 E MARTIN LUTHER KING JR BLVD,3133747.00,10077675,N,15-Oct-18,C,78721,21.09
20185026701,3,THEFT BY SHOPLIFTING,Theft,14-Jul-18,1717 S PLEASANT VALLEY RD,3121741.00,10058946,N,2-Aug-18,H,78741,23.18
20181860708,6,DEADLY CONDUCT,Agg Assault,5-Jul-18,12425 MELLOW MEADOW DR,3095603.00,10139415,N,25-Jul-18,A,78750,204.05
20182370576,1,BURGLARY OF RESIDENCE,Burglary,25-Aug-18,6103 MANOR RD,3134407.00,10085593,C,31-Aug-18,I,78723,21.07
20182780582,7,BURGLARY NON RESIDENCE,Burglary,5-Oct-18,8956 RESEARCH BLVD SVRD SB,3119873.00,10108263,N,16-Oct-18,I,78757,18.18
20185037239,9,BURGLARY OF VEHICLE,Theft,19-Sep-18,511 W 7TH ST,3112652.00,10071553,,,G,78701,11
20185030540,10,BURGLARY OF VEHICLE,Theft,9-Aug-18,10614 RESEARCH BLVD SB,3111871.00,10117835,N,13-Aug-18,A,78759,17.22
20182240025,10,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,12-Aug-18,4159 STECK AVE,3108684.00,10110188,C,27-Aug-18,B,78759,17.06
20182881192,1,AGG ASSAULT,Agg Assault,15-Oct-18,3408 WEBBERVILLE RD,3125833.00,10071899,N,30-Nov-18,C,78702,8.02
20185033921,4,BURGLARY OF COIN-OP MACHINE,Theft,29-Aug-18,1425 E RUNDBERG LN,3134553.00,10101257,N,30-Aug-18,E,78753,18.13
20185036263,10,THEFT,Theft,13-Sep-18,11266 TAYLOR DRAPER LN,3109904.00,10122429,N,17-Sep-18,A,78759,25
20182440261,3,ROBBERY BY ASSAULT,Robbery,1-Sep-18,2803 COLLINS CREEK DR,3118601.00,10055152,N,23-Oct-18,H,78741,23.13
20185043075,3,THEFT,Theft,27-Oct-18,1100 E 2ND ST,3117497.00,10068394,N,29-Oct-18,G,78702,9.02
20182681488,7,THEFT BY SHOPLIFTING,Theft,25-Sep-18,12900 N IH 35 SVRD SB,3134231.00,10124160,C,30-Sep-18,E,78753,18.48
20182781122,1,THEFT,Theft,5-Oct-18,6707 CAMERON RD,3129252.00,10090848,C,5-Oct-18,I,78752,18.11
20188003967,7,THEFT BY SHOPLIFTING,Theft,8-Oct-18,10710 RESEARCH BLVD SVRD NB,3112267.00,10117995,N,15-Oct-18,A,78759,17.53
20182060503,7,AUTO THEFT,Auto Theft,25-Jul-18,5408 AURORA DR,3117190.00,10091402,N,26-Jul-18,I,78756,2.05
20181931656,3,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,12-Jul-18,812 GUNTER ST,3127388.00,10068028,N,25-Jul-18,C,78702,9.02
20185037025,10,THEFT,Theft,18-Sep-18,11819 PAVILION BLVD,3108986.00,10127545,N,24-Sep-18,A,78759,25
20185034089,10,BURGLARY OF VEHICLE,Theft,30-Aug-18,3800 MOUNT BONNELL RD,3104170.00,10089793,N,31-Aug-18,B,78731,1.02
20185042749,3,THEFT,Theft,25-Oct-18,901 W BEN WHITE BLVD SVRD EB,3104682.00,10055364,N,25-Oct-18,D,78745,20.03
20185040820,8,THEFT FROM PERSON,Theft,12-Oct-18,2100 BARTON SPRINGS RD,3106393.00,10070460,N,15-Oct-18,D,78746,19.11
20182300801,8,BURGLARY OF VEHICLE,Theft,18-Aug-18,6601 RIALTO BLVD,3077594.00,10062914,N,10-Sep-18,D,78735,19.15
20188004098,3,THEFT FROM PERSON,Theft,13-Oct-18,1505 TOWN CREEK DR,3119554.00,10061293,N,22-Oct-18,H,78741,23.04
20183181291,9,THEFT,Theft,14-Nov-18,500 E 7TH ST,3115951.00,10070759,N,19-Nov-18,G,78701,11
20182000297,2,BURGLARY NON RESIDENCE,Burglary,19-Jul-18,7303 BURLESON RD,3127949.00,10044263,N,16-Aug-18,F,78744,24.31
